,Ticker,Datetime,Dividends,Close
10,ARCT11,2021-01,1.0,132.0
11,ARCT11,2021-02,5.37,140.0
12,ARCT11,2021-02,0.98,140.0
13,ARCT11,2021-03,2.31,109.8
14,ARCT11,2021-04,1.0,115.99
15,ARCT11,2021-05,0.5,108.99
16,ARCT11,2021-06,0.9,99.73
17,ARCT11,2021-07,0.82,103.6
18,ARCT11,2021-08,0.93,101.1
19,ARCT11,2021-09,1.12,99.0
20,ARCT11,2021-10,1.44,100.99
21,ARCT11,2021-11,1.74,100.55
22,ARCT11,2021-12,1.7,104.96
23,ARCT11,2022-01,1.5,107.38
24,ARCT11,2022-02,1.65,107.98
25,ARCT11,2022-03,1.64,106.49
26,ARCT11,2022-04,2.02,105.06
27,ARCT11,2022-05,1.86,104.8
28,ARCT11,2022-06,1.17,106.99
29,ARCT11,2022-07,1.02,103.09
30,ARCT11,2022-08,0.9,100.22
31,ARCT11,2022-09,0.78,100.18
32,ARCT11,2022-10,0.77,99.19
33,ARCT11,2022-11,0.76,89.93
34,ARCT11,2022-12,0.39,88.19
0,ARRI11,2020-02,0.28,95.0
1,ARRI11,2020-03,0.63,76.05
2,ARRI11,2020-04,0.44,85.69
3,ARRI11,2020-05,0.32,81.5
4,ARRI11,2020-06,0.37,79.98
5,ARRI11,2020-07,0.49,74.98
6,ARRI11,2020-08,0.59,78.04
7,ARRI11,2020-09,0.53,91.5
8,ARRI11,2020-10,0.81,89.0
9,ARRI11,2020-11,0.8,94.0
10,ARRI11,2020-12,0.8,92.8
11,ARRI11,2021-01,1.19,95.0
12,ARRI11,2021-02,1.1,100.99
13,ARRI11,2021-03,1.15,99.8
14,ARRI11,2021-04,1.05,113.19
15,ARRI11,2021-05,1.12,100.66
16,ARRI11,2021-06,1.77,102.48
17,ARRI11,2021-07,0.87,113.85
18,ARRI11,2021-08,0.91,101.93
19,ARRI11,2021-09,1.11,97.45
20,ARRI11,2021-10,1.41,96.45
21,ARRI11,2021-11,1.47,94.22
22,ARRI11,2021-12,1.75,97.98
23,ARRI11,2022-01,1.31,101.89
24,ARRI11,2022-02,1.3,100.48
25,ARRI11,2022-03,1.34,99.0
26,ARRI11,2022-04,1.28,98.8
27,ARRI11,2022-05,1.41,96.2
28,ARRI11,2022-06,1.18,97.0
29,ARRI11,2022-07,1.31,91.9
30,ARRI11,2022-08,0.11,9.39
31,ARRI11,2022-09,0.14,9.0
32,ARRI11,2022-10,0.11,9.4
33,ARRI11,2022-11,0.13,9.15
34,ARRI11,2022-12,0.13,9.29
0,BARI11,2020-02,0.71,107.9972
1,BARI11,2020-03,0.71,89.7989
2,BARI11,2020-04,0.63,95.036
3,BARI11,2020-05,0.63,94.4293
4,BARI11,2020-06,0.63,98.6048
5,BARI11,2020-07,0.71,100.5561
6,BARI11,2020-08,0.85,109.1903
7,BARI11,2020-09,0.92,107.1581
8,BARI11,2020-10,1.18,109.443
9,BARI11,2020-11,1.28,113.9
10,BARI11,2020-12,1.8,115.41
11,BARI11,2021-01,2.05,114.4
12,BARI11,2021-02,1.6,114.2
13,BARI11,2021-03,1.1,113.5
14,BARI11,2021-04,1.0,109.7
15,BARI11,2021-05,1.07,107.07
16,BARI11,2021-06,1.07,104.5
17,BARI11,2021-07,1.1,107.5
18,BARI11,2021-08,1.15,106.5
19,BARI11,2021-09,1.15,105.33
20,BARI11,2021-10,1.15,103.4
21,BARI11,2021-11,1.2,101.7
22,BARI11,2021-12,1.35,103.85
23,BARI11,2022-01,1.1,105.15
24,BARI11,2022-02,1.1,103.16
25,BARI11,2022-03,1.1,102.7
26,BARI11,2022-04,1.3,102.45
27,BARI11,2022-05,1.45,100.6
28,BARI11,2022-06,1.5,101.0
29,BARI11,2022-07,1.4,100.12
30,BARI11,2022-08,1.05,99.08
31,BARI11,2022-09,1.0,95.8
32,BARI11,2022-10,1.0,96.19
33,BARI11,2022-11,0.9,94.23
34,BARI11,2022-12,0.9,87.6
0,BBFI11B,2020-02,27.16,2449.0
1,BBFI11B,2020-03,25.46,2280.0
2,BBFI11B,2020-04,25.0,2685.0
3,BBFI11B,2020-05,23.16,2660.0
4,BBFI11B,2020-06,25.31,2654.0
5,BBFI11B,2020-07,25.33,2300.0
6,BBFI11B,2020-08,25.06,2344.99
7,BBFI11B,2020-09,25.48,2540.99
8,BBFI11B,2020-10,20.75,2493.16
9,BBFI11B,2020-11,14.53,2332.0
10,BBFI11B,2020-12,28.25,2075.05
11,BBFI11B,2021-01,28.24,2260.01
12,BBFI11B,2021-02,29.4,2215.0
13,BBFI11B,2021-03,30.0,2392.97
14,BBFI11B,2021-04,30.0,2519.0
15,BBFI11B,2021-05,28.5,2600.0
16,BBFI11B,2021-06,19.03,2595.0
17,BBFI11B,2021-07,26.57,2489.84
18,BBFI11B,2021-08,26.65,2444.99
19,BBFI11B,2021-09,27.39,2380.0
20,BBFI11B,2021-10,26.29,2265.0
21,BBFI11B,2021-11,25.85,1977.0
22,BBFI11B,2021-12,38.64,2322.0
23,BBFI11B,2022-01,24.02,2275.0
24,BBFI11B,2022-02,22.81,2140.0
25,BBFI11B,2022-03,32.05,2028.05
26,BBFI11B,2022-04,23.91,2060.0
27,BBFI11B,2022-05,25.65,1936.0
28,BBFI11B,2022-06,26.66,1785.98
29,BBFI11B,2022-07,27.24,1792.5
30,BBFI11B,2022-08,26.31,2010.0
31,BBFI11B,2022-09,26.69,1960.0
32,BBFI11B,2022-10,26.88,1935.0
33,BBFI11B,2022-11,26.69,1935.07
34,BBFI11B,2022-12,27.19,1977.69
0,BBFO11,2021-01,0.31,94.0
1,BBFO11,2021-02,0.58,95.0
2,BBFO11,2021-03,0.5,97.38
3,BBFO11,2021-04,0.47,89.9
4,BBFO11,2021-05,0.5,89.5
5,BBFO11,2021-06,0.54,80.0
6,BBFO11,2021-07,0.62,83.35
7,BBFO11,2021-08,0.57,78.45
8,BBFO11,2021-09,0.6,76.18
9,BBFO11,2021-10,0.62,71.88
10,BBFO11,2021-11,0.67,70.9
11,BBFO11,2021-12,0.68,78.3
12,BBFO11,2022-01,0.81,74.12
13,BBFO11,2022-02,0.74,75.0
14,BBFO11,2022-03,0.72,72.53
15,BBFO11,2022-04,0.77,73.6
16,BBFO11,2022-05,0.83,74.0
17,BBFO11,2022-06,0.88,70.4
18,BBFO11,2022-07,0.89,71.55
19,BBFO11,2022-08,0.76,77.96
20,BBFO11,2022-09,0.7,77.11
21,BBFO11,2022-10,0.62,73.6
22,BBFO11,2022-11,0.6,69.5
23,BBFO11,2022-12,0.64,66.95
0,BBIM11,2020-02,0.68,2350.0
1,BBIM11,2020-03,0.68,2350.0
2,BBIM11,2020-04,0.54,2350.0
3,BBIM11,2020-05,0.38,2350.0
4,BBIM11,2020-06,0.37,2349.62
5,BBIM11,2020-07,0.45,2349.25
6,BBIM11,2020-08,0.55,2348.8
7,BBIM11,2020-09,0.55,2348.8
8,BBIM11,2020-10,0.48,2348.25
9,BBIM11,2020-11,0.48,2347.77
10,BBIM11,2020-12,0.47,2347.77
11,BBIM11,2021-01,0.33,2347.77
12,BBIM11,2021-02,0.38,2347.77
13,BBIM11,2021-03,0.5,2347.77
14,BBIM11,2021-04,0.55,2347.77
15,BBIM11,2021-05,0.55,2347.77
16,BBIM11,2021-06,0.8,2347.77
17,BBIM11,2021-07,0.3,2347.77
18,BBIM11,2021-08,0.5,2347.77
19,BBIM11,2021-09,0.7,2347.77
20,BBIM11,2021-10,0.9,2347.77
21,BBIM11,2021-11,1.5,2347.77
22,BBIM11,2021-12,0.9,2347.77
23,BBIM11,2022-01,0.3,2347.77
24,BBIM11,2022-02,0.32,2347.77
25,BBIM11,2022-03,0.25,2347.77
26,BBIM11,2022-04,0.25,2347.77
27,BBIM11,2022-05,0.25,2347.77
28,BBIM11,2022-06,0.09,2347.77
29,BBIM11,2022-07,0.18,2347.77
30,BBIM11,2022-08,0.25,2347.77
31,BBIM11,2022-09,0.5,2347.77
32,BBIM11,2022-10,0.45,2347.77
33,BBIM11,2022-11,0.43,2347.77
34,BBIM11,2022-12,0.45,2347.77
0,BBPO11,2020-02,1.06,161.49
1,BBPO11,2020-03,1.06,138.72
2,BBPO11,2020-04,1.06,152.11
3,BBPO11,2020-05,1.06,157.6
4,BBPO11,2020-06,1.06,164.0
5,BBPO11,2020-07,1.06,138.71
6,BBPO11,2020-08,1.08,139.25
7,BBPO11,2020-09,1.08,138.5
8,BBPO11,2020-10,1.08,138.67
9,BBPO11,2020-11,1.08,136.5
10,BBPO11,2020-12,1.08,123.93
11,BBPO11,2021-01,1.08,115.0
12,BBPO11,2021-02,1.08,113.4
13,BBPO11,2021-03,1.08,116.1
14,BBPO11,2021-04,1.08,116.28
15,BBPO11,2021-05,1.08,115.4
16,BBPO11,2021-06,1.08,115.11
17,BBPO11,2021-07,1.08,115.39
18,BBPO11,2021-08,0.82,115.25
19,BBPO11,2021-09,0.82,97.76
20,BBPO11,2021-10,0.87,89.92
21,BBPO11,2021-11,0.87,87.5
22,BBPO11,2021-12,0.9,94.72
23,BBPO11,2022-01,0.89,94.1
24,BBPO11,2022-02,0.89,90.69
25,BBPO11,2022-03,0.89,89.21
26,BBPO11,2022-04,0.89,85.61
27,BBPO11,2022-05,0.89,83.75
28,BBPO11,2022-06,0.89,80.25
29,BBPO11,2022-07,0.92,80.25
30,BBPO11,2022-08,0.92,89.7
31,BBPO11,2022-09,0.92,91.9
32,BBPO11,2022-10,0.92,93.54
33,BBPO11,2022-11,0.92,90.1
34,BBPO11,2022-12,0.92,85.5
0,BBRC11,2020-02,0.92,147.8
1,BBRC11,2020-03,0.92,124.5001
2,BBRC11,2020-04,0.92,138.5001
3,BBRC11,2020-05,0.94,146.0
4,BBRC11,2020-06,1.12,155.3
5,BBRC11,2020-07,1.12,145.49
6,BBRC11,2020-08,0.94,151.4
7,BBRC11,2020-09,0.94,149.7
8,BBRC11,2020-10,0.94,146.02
9,BBRC11,2020-11,0.94,144.9
10,BBRC11,2020-12,0.94,139.7
11,BBRC11,2021-01,0.94,126.68
12,BBRC11,2021-02,0.94,120.75
13,BBRC11,2021-03,0.94,118.93
14,BBRC11,2021-04,0.94,117.97
15,BBRC11,2021-05,0.87,116.59
16,BBRC11,2021-06,0.85,112.84
17,BBRC11,2021-07,0.85,113.18
18,BBRC11,2021-08,0.85,110.58
19,BBRC11,2021-09,0.85,105.99
20,BBRC11,2021-10,0.92,102.57
21,BBRC11,2021-11,0.92,89.76
22,BBRC11,2021-12,0.92,109.79
23,BBRC11,2021-12,0.92,109.79
24,BBRC11,2022-01,0.9,99.52
25,BBRC11,2022-02,0.92,96.86
26,BBRC11,2022-03,0.94,99.75
27,BBRC11,2022-04,0.94,99.1
28,BBRC11,2022-05,0.97,98.15
29,BBRC11,2022-06,0.99,100.3
30,BBRC11,2022-07,0.99,98.97
31,BBRC11,2022-08,0.99,105.0
32,BBRC11,2022-09,0.99,102.11
33,BBRC11,2022-10,0.99,100.45
34,BBRC11,2022-11,0.99,98.1
35,BBRC11,2022-12,0.99,99.99
0,BCFF11,2020-02,0.53,98.17
1,BCFF11,2020-03,0.4,78.02
2,BCFF11,2020-04,0.4,85.13
3,BCFF11,2020-05,0.4,84.09
4,BCFF11,2020-06,0.4,89.91
5,BCFF11,2020-07,0.45,85.1
6,BCFF11,2020-08,0.45,89.95
7,BCFF11,2020-09,0.45,90.28
8,BCFF11,2020-10,0.5,87.25
9,BCFF11,2020-11,0.53,89.94
10,BCFF11,2020-12,0.53,92.92
11,BCFF11,2021-01,0.56,92.0
12,BCFF11,2021-02,0.56,92.35
13,BCFF11,2021-03,0.56,86.45
14,BCFF11,2021-04,0.5,85.95
15,BCFF11,2021-05,0.5,85.5
16,BCFF11,2021-06,0.45,77.85
17,BCFF11,2021-07,0.47,79.59
18,BCFF11,2021-08,0.5,73.9
19,BCFF11,2021-09,0.5,73.4
20,BCFF11,2021-10,0.5,68.0
21,BCFF11,2021-11,0.5,64.86
22,BCFF11,2021-12,0.54,70.71
23,BCFF11,2022-01,0.54,72.4
24,BCFF11,2022-02,0.54,68.2
25,BCFF11,2022-03,0.54,67.1
26,BCFF11,2022-04,0.54,67.55
27,BCFF11,2022-05,0.54,66.01
28,BCFF11,2022-06,0.6,63.39
29,BCFF11,2022-07,0.56,66.85
30,BCFF11,2022-08,0.56,71.8
31,BCFF11,2022-09,0.56,71.68
32,BCFF11,2022-10,0.56,69.59
33,BCFF11,2022-11,0.56,66.34
34,BCFF11,2022-12,0.56,66.26
0,BCIA11,2020-02,1.0,204.01
1,BCIA11,2020-03,0.75,148.0
2,BCIA11,2020-04,0.75,174.0
3,BCIA11,2020-05,0.75,176.53
4,BCIA11,2020-06,0.75,190.95
5,BCIA11,2020-07,0.75,137.15
6,BCIA11,2020-08,0.75,136.4999
7,BCIA11,2020-09,0.6,124.8
8,BCIA11,2020-10,0.6,117.04
9,BCIA11,2020-11,0.6,116.15
10,BCIA11,2020-12,0.72,115.21
11,BCIA11,2021-01,0.64,113.3
12,BCIA11,2021-02,0.64,106.3
13,BCIA11,2021-03,0.64,105.1
14,BCIA11,2021-04,0.64,101.7
15,BCIA11,2021-05,0.64,97.74
16,BCIA11,2021-06,0.64,94.1
17,BCIA11,2021-07,0.64,93.91
18,BCIA11,2021-08,0.64,90.41
19,BCIA11,2021-09,0.64,86.6
20,BCIA11,2021-10,0.64,82.84
21,BCIA11,2021-11,0.64,80.2
22,BCIA11,2021-12,0.64,85.97
23,BCIA11,2022-01,0.64,86.99
24,BCIA11,2022-02,0.68,84.25
25,BCIA11,2022-03,0.68,82.06
26,BCIA11,2022-04,0.71,85.25
27,BCIA11,2022-05,0.74,84.0
28,BCIA11,2022-06,0.74,82.92
29,BCIA11,2022-07,0.74,83.31
30,BCIA11,2022-08,0.74,91.38
31,BCIA11,2022-09,0.76,93.82
32,BCIA11,2022-10,0.76,92.55
33,BCIA11,2022-11,0.76,85.9
34,BCIA11,2022-12,0.76,84.99
0,BCRI11,2020-02,1.04,114.2
1,BCRI11,2020-03,0.72,102.25
2,BCRI11,2020-04,0.73,106.0
3,BCRI11,2020-05,0.67,108.86
4,BCRI11,2020-06,0.85,106.95
5,BCRI11,2020-07,0.76,109.3
6,BCRI11,2020-08,0.73,109.5
7,BCRI11,2020-09,0.8,107.99
8,BCRI11,2020-10,0.96,107.78
9,BCRI11,2020-11,1.19,108.14
10,BCRI11,2020-12,1.14,116.86
11,BCRI11,2021-01,0.9,118.44
12,BCRI11,2021-02,1.01,113.68
13,BCRI11,2021-03,1.15,114.25
14,BCRI11,2021-04,1.51,119.3
15,BCRI11,2021-05,1.59,115.6
16,BCRI11,2021-06,1.31,112.29
17,BCRI11,2021-07,1.02,115.57
18,BCRI11,2021-08,1.13,109.25
19,BCRI11,2021-09,1.11,109.9
20,BCRI11,2021-10,1.13,107.87
21,BCRI11,2021-11,1.15,104.06
22,BCRI11,2021-12,1.35,108.1
23,BCRI11,2022-01,1.25,110.81
24,BCRI11,2022-02,1.2,110.8
25,BCRI11,2022-03,1.35,110.66
26,BCRI11,2022-04,1.3,110.3
27,BCRI11,2022-05,1.45,109.0
28,BCRI11,2022-06,1.47,109.63
29,BCRI11,2022-07,1.35,107.88
30,BCRI11,2022-08,1.29,104.98
31,BCRI11,2022-09,1.1,104.3
32,BCRI11,2022-10,1.0,103.03
33,BCRI11,2022-11,1.0,97.98
34,BCRI11,2022-12,1.04,95.31
0,BICR11,2020-02,0.34,113.0
1,BICR11,2020-03,0.48,102.5
2,BICR11,2020-04,0.33,101.0
3,BICR11,2020-05,0.32,101.0
4,BICR11,2020-06,0.16,101.5
5,BICR11,2020-07,0.14,100.09
6,BICR11,2020-08,0.28,96.69
7,BICR11,2020-09,0.19,100.5
8,BICR11,2020-10,0.22,99.52
9,BICR11,2020-11,0.28,101.23
10,BICR11,2020-12,0.26,100.0
11,BICR11,2021-01,0.18,100.3
12,BICR11,2021-02,0.28,100.3
13,BICR11,2021-03,0.28,97.8
14,BICR11,2021-04,0.32,93.0
15,BICR11,2021-05,0.35,94.94
16,BICR11,2021-06,0.3,95.0
17,BICR11,2021-07,0.31,97.14
18,BICR11,2021-08,0.42,96.0
19,BICR11,2021-09,0.55,93.01
20,BICR11,2021-10,0.53,98.88
21,BICR11,2021-11,0.66,95.0
22,BICR11,2021-12,0.56,95.0
23,BICR11,2022-01,0.48,94.33
24,BICR11,2022-02,0.64,82.0
25,BICR11,2022-03,0.68,99.49
26,BICR11,2022-04,1.1,98.02
27,BICR11,2022-05,0.91,98.5
28,BICR11,2022-06,0.61,99.0
29,BICR11,2022-07,0.55,102.0
30,BICR11,2022-08,0.82,100.44
31,BICR11,2022-09,0.73,102.0
32,BICR11,2022-10,1.01,101.97
33,BICR11,2022-11,1.1,102.99
34,BICR11,2022-12,0.82,110.0
0,BLMC11,2021-02,0.25,-1.0
1,BLMC11,2021-03,0.33,-1.0
2,BLMC11,2021-04,0.54,-1.0
3,BLMC11,2021-05,0.78,102.0
4,BLMC11,2021-06,0.62,105.0
5,BLMC11,2021-07,1.05,102.25
6,BLMC11,2021-08,0.89,101.25
7,BLMC11,2021-09,1.05,100.29
8,BLMC11,2021-10,1.05,98.39
9,BLMC11,2021-11,1.2,99.18
10,BLMC11,2021-12,1.12,99.76
11,BLMC11,2022-01,1.1,99.6
12,BLMC11,2022-02,1.1,98.29
13,BLMC11,2022-03,1.15,98.49
14,BLMC11,2022-04,1.2,96.6
15,BLMC11,2022-05,1.25,94.96
16,BLMC11,2022-06,1.09,89.89
17,BLMC11,2022-07,1.17,87.46
18,BLMC11,2022-08,1.1,87.14
19,BLMC11,2022-09,0.79,84.5
20,BLMC11,2022-10,0.7,87.17
21,BLMC11,2022-11,0.67,84.32
22,BLMC11,2022-12,0.82,80.0
0,BLMG11,2020-11,1.45,-1.0
1,BLMG11,2020-12,0.72,-1.0
2,BLMG11,2021-01,0.72,0.49
3,BLMG11,2021-02,0.72,108.97
4,BLMG11,2021-03,0.72,107.0
5,BLMG11,2021-04,0.72,104.98
6,BLMG11,2021-05,1.1,102.47
7,BLMG11,2021-06,0.9,99.92
8,BLMG11,2021-07,0.9,102.43
9,BLMG11,2021-08,0.9,98.0
10,BLMG11,2021-09,0.9,97.7
11,BLMG11,2021-10,0.9,96.64
12,BLMG11,2021-11,0.9,92.08
13,BLMG11,2021-12,0.9,93.6
14,BLMG11,2022-01,0.8,92.6
15,BLMG11,2022-02,0.8,91.56
16,BLMG11,2022-03,0.8,81.9
17,BLMG11,2022-04,0.8,86.94
18,BLMG11,2022-05,0.8,83.77
19,BLMG11,2022-06,0.8,79.0
20,BLMG11,2022-07,0.8,75.99
21,BLMG11,2022-08,0.8,83.0
22,BLMG11,2022-09,0.8,86.73
23,BLMG11,2022-10,0.8,86.61
24,BLMG11,2022-11,0.8,73.8
25,BLMG11,2022-12,0.8,74.51
0,BLMO11,2022-01,17.51,26004.5
1,BLMO11,2022-02,5.17,25998.98
2,BLMO11,2022-03,17.51,25993.81
3,BLMO11,2022-04,17.51,24900.0
4,BLMO11,2022-05,14.13,24799.98
5,BLMO11,2022-06,10.27,24785.85
6,BLMO11,2022-07,37.45,24999.0
7,BLMO11,2022-08,37.45,23998.0
8,BLMO11,2022-09,32.67,22000.0
9,BLMO11,2022-10,26.02,20000.0
10,BLMO11,2022-11,26.02,20000.0
11,BLMO11,2022-12,36.21,20000.0
0,BLMR11,2021-02,0.04,97.0
1,BLMR11,2021-03,0.06,90.56
2,BLMR11,2021-04,0.07,87.5
3,BLMR11,2021-05,0.07,84.79
4,BLMR11,2021-06,0.07,82.0
5,BLMR11,2021-07,0.07,82.92
6,BLMR11,2021-08,0.07,77.01
7,BLMR11,2021-09,0.07,7.61
8,BLMR11,2021-10,0.07,7.48
9,BLMR11,2021-11,0.07,7.01
10,BLMR11,2021-12,0.08,7.71
11,BLMR11,2022-01,0.07,7.65
12,BLMR11,2022-02,0.07,7.42
13,BLMR11,2022-03,0.07,7.3
14,BLMR11,2022-04,0.07,7.61
15,BLMR11,2022-05,0.07,7.4
16,BLMR11,2022-06,0.08,7.02
17,BLMR11,2022-07,0.07,7.12
18,BLMR11,2022-08,0.07,7.66
19,BLMR11,2022-09,0.07,7.82
20,BLMR11,2022-10,0.07,7.5600000000000005
21,BLMR11,2022-11,0.07,7.1
22,BLMR11,2022-12,0.07,6.92
0,BMLC11,2020-02,0.53,-1.0
1,BMLC11,2020-03,0.53,-1.0
2,BMLC11,2020-04,0.53,-1.0
3,BMLC11,2020-05,0.53,-1.0
4,BMLC11,2020-06,0.7,-1.0
5,BMLC11,2020-07,0.54,-1.0
6,BMLC11,2020-08,0.56,-1.0
7,BMLC11,2020-09,0.56,-1.0
8,BMLC11,2020-10,0.58,-1.0
9,BMLC11,2020-11,0.59,95.0
10,BMLC11,2020-12,0.77,95.15
11,BMLC11,2021-01,0.55,95.05
12,BMLC11,2021-02,0.5,93.26
13,BMLC11,2021-03,0.51,93.53
14,BMLC11,2021-04,0.53,91.24
15,BMLC11,2021-05,0.54,90.51
16,BMLC11,2021-06,0.66,83.52
17,BMLC11,2021-07,0.55,91.0
18,BMLC11,2021-08,0.58,89.01
19,BMLC11,2021-09,0.59,91.0
20,BMLC11,2021-10,0.6,90.0
21,BMLC11,2021-11,0.69,87.86
22,BMLC11,2021-12,0.94,88.41
23,BMLC11,2022-01,0.56,91.0
24,BMLC11,2022-02,0.63,91.0
25,BMLC11,2022-03,0.63,91.0
26,BMLC11,2022-04,0.74,90.09
27,BMLC11,2022-05,0.74,94.5
28,BMLC11,2022-06,0.94,97.05
29,BMLC11,2022-07,0.56,100.0
30,BMLC11,2022-08,0.72,100.99
31,BMLC11,2022-09,0.73,100.97
32,BMLC11,2022-10,0.78,105.89
33,BMLC11,2022-11,0.88,104.98
34,BMLC11,2022-12,1.0,101.99
0,BNFS11,2020-02,0.86,128.81
1,BNFS11,2020-03,0.89,107.0
2,BNFS11,2020-04,0.96,122.94
3,BNFS11,2020-05,0.98,123.18
4,BNFS11,2020-06,0.96,132.92
5,BNFS11,2020-07,0.97,127.45
6,BNFS11,2020-08,0.94,126.75
7,BNFS11,2020-09,0.95,125.31
8,BNFS11,2020-10,0.91,124.04
9,BNFS11,2020-11,1.0,123.75
10,BNFS11,2020-12,1.05,124.0
11,BNFS11,2021-01,0.98,126.68
12,BNFS11,2021-02,1.04,123.9
13,BNFS11,2021-03,1.0,124.0
14,BNFS11,2021-04,1.12,122.95
15,BNFS11,2021-05,1.15,124.29
16,BNFS11,2021-06,1.02,127.25
17,BNFS11,2021-07,1.13,127.04
18,BNFS11,2021-08,1.13,125.91
19,BNFS11,2021-09,1.01,121.11
20,BNFS11,2021-10,1.26,122.41
21,BNFS11,2021-11,1.36,120.98
22,BNFS11,2021-12,1.27,126.85
23,BNFS11,2022-01,1.31,126.01
24,BNFS11,2022-02,1.25,124.75
25,BNFS11,2022-03,1.22,119.51
26,BNFS11,2022-04,1.42,118.5
27,BNFS11,2022-05,1.43,119.89
28,BNFS11,2022-06,1.41,117.48
29,BNFS11,2022-07,1.47,117.3
30,BNFS11,2022-08,1.48,120.39
31,BNFS11,2022-09,1.5,124.5
32,BNFS11,2022-10,1.51,127.8
33,BNFS11,2022-11,1.53,122.0
34,BNFS11,2022-12,1.5,123.01
0,BPFF11,2020-02,0.75,114.25
1,BPFF11,2020-03,0.5,94.2
2,BPFF11,2020-04,0.65,90.85
3,BPFF11,2020-05,0.5,97.99
4,BPFF11,2020-06,0.54,94.39
5,BPFF11,2020-07,0.5,82.5
6,BPFF11,2020-08,0.5,84.0
7,BPFF11,2020-09,0.5,83.5
8,BPFF11,2020-10,0.5,82.7
9,BPFF11,2020-11,0.5,79.81
10,BPFF11,2020-12,0.57,80.6
11,BPFF11,2021-01,0.57,80.3
12,BPFF11,2021-02,0.57,79.0
13,BPFF11,2021-03,0.57,76.99
14,BPFF11,2021-04,0.57,77.9
15,BPFF11,2021-05,0.57,79.47
16,BPFF11,2021-06,0.57,76.37
17,BPFF11,2021-07,0.55,76.98
18,BPFF11,2021-08,0.55,73.45
19,BPFF11,2021-09,0.55,69.12
20,BPFF11,2021-10,0.57,63.31
21,BPFF11,2021-11,0.6,61.06
22,BPFF11,2021-12,0.6,71.66
23,BPFF11,2022-01,0.6,66.81
24,BPFF11,2022-02,0.6,65.0
25,BPFF11,2022-03,0.6,64.62
26,BPFF11,2022-04,0.65,64.89
27,BPFF11,2022-05,0.75,65.06
28,BPFF11,2022-06,0.8,63.86
29,BPFF11,2022-07,0.75,65.58
30,BPFF11,2022-08,0.7,70.71
31,BPFF11,2022-09,0.7,70.94
32,BPFF11,2022-10,0.62,69.34
33,BPFF11,2022-11,0.62,64.64
34,BPFF11,2022-12,0.62,64.18
0,BRCO11,2020-02,0.55,126.2
1,BRCO11,2020-03,0.55,110.9
2,BRCO11,2020-04,0.56,114.5001
3,BRCO11,2020-05,0.56,120.0
4,BRCO11,2020-06,0.56,125.82
5,BRCO11,2020-07,0.55,123.0
6,BRCO11,2020-08,0.55,125.07
7,BRCO11,2020-09,0.55,126.77
8,BRCO11,2020-10,0.55,123.45
9,BRCO11,2020-11,0.55,120.22
10,BRCO11,2020-12,0.55,115.5
11,BRCO11,2021-01,0.55,113.9
12,BRCO11,2021-02,0.54,112.3
13,BRCO11,2021-03,0.54,111.5
14,BRCO11,2021-04,0.54,110.79
15,BRCO11,2021-05,0.54,109.3
16,BRCO11,2021-06,0.54,100.24
17,BRCO11,2021-07,0.57,106.53
18,BRCO11,2021-08,0.57,102.0
19,BRCO11,2021-09,0.57,98.45
20,BRCO11,2021-10,0.57,95.75
21,BRCO11,2021-11,0.6,86.0
22,BRCO11,2021-12,0.63,103.28
23,BRCO11,2022-01,0.63,98.02
24,BRCO11,2022-02,0.63,100.0
25,BRCO11,2022-03,0.63,99.25
26,BRCO11,2022-04,0.63,101.37
27,BRCO11,2022-05,0.65,99.86
28,BRCO11,2022-06,0.77,98.54
29,BRCO11,2022-07,0.65,99.99
30,BRCO11,2022-08,0.7,109.0
31,BRCO11,2022-09,0.7,108.5
32,BRCO11,2022-10,0.7,109.65
33,BRCO11,2022-11,0.7,99.66
34,BRCO11,2022-12,0.65,98.32
0,BREV11,2020-02,0.48,110.0
1,BREV11,2020-03,0.43,110.0
2,BREV11,2020-04,0.33,110.0
3,BREV11,2020-05,0.36,110.0
4,BREV11,2020-06,0.29,109.64
5,BREV11,2020-07,0.24,109.35
6,BREV11,2020-08,0.31,106.95
7,BREV11,2020-09,0.37,97.99
8,BREV11,2020-10,0.37,105.33
9,BREV11,2020-11,0.45,106.01
10,BREV11,2020-12,0.48,109.3
11,BREV11,2021-01,0.29,110.52
12,BREV11,2021-02,0.4,111.22
13,BREV11,2021-03,0.43,108.05
14,BREV11,2021-04,0.42,107.77
15,BREV11,2021-05,0.68,106.51
16,BREV11,2021-06,0.74,115.99
17,BREV11,2021-07,0.53,116.4
18,BREV11,2021-08,0.51,103.06
19,BREV11,2021-09,0.53,92.62
20,BREV11,2021-10,0.49,95.0
21,BREV11,2021-11,0.56,95.62
22,BREV11,2021-12,0.54,95.62
23,BREV11,2022-01,0.56,95.49
24,BREV11,2022-02,0.55,95.5
25,BREV11,2022-03,0.57,95.7
26,BREV11,2022-04,0.56,90.33
27,BREV11,2022-05,0.54,94.0
28,BREV11,2022-06,0.57,94.0
29,BREV11,2022-07,0.61,96.5
30,BREV11,2022-08,0.61,106.15
31,BREV11,2022-09,0.61,106.15
32,BREV11,2022-10,0.77,105.54
33,BREV11,2022-11,0.75,108.3
34,BREV11,2022-12,0.75,93.0
0,BRLA11,2020-09,0.97,-1.0
1,BRLA11,2020-10,0.97,-1.0
2,BRLA11,2020-11,0.97,-1.0
3,BRLA11,2020-12,0.97,-1.0
